date	state	school	type_school	death	suicide	number_victims	lat	lon
2014-10-08	NC	Elizabeth City State University 	College 				36.281065000000005	-76.21396
2014-10-03	GA	Langston Hughes High School 	K-12 				33.61657	-84.633788
2014-09-30	NC	Abermarle High school 	K-12 				35.371249	-80.192758
2014-09-30	KY	Fern Creek High School 	K-12 				38.156145	-85.592745
2014-09-29	IN	Indiana State University 	College 				39.470531	-87.410374
2014-09-27	TN	Tennessee State University 	College 				36.166821999999996	-86.82758199999999
2014-09-11	UT	Westbrook Elementary School 	K-12 				40.637701	-111.972921
2014-09-10	FL	Greenwood Lakes Middle School 	K-12 				28.735746000000002	-81.340688
2014-09-05	GA	Savannah State University 	College 				32.024521	-81.062637
2014-09-02	ID	Idaho State University 	College 				42.862722999999995	-112.42971599999998
2014-08-14	VA	Saunders Elementary 	K-12 				37.086806	-76.454432
2014-08-13	MD	Heather Ridge High school 	K-12 				39.43627	-77.413024
2014-06-27	FL	University of Miami 	College 				25.719169	-80.277125
2014-06-23	MO	Kelly High School 	K-12 				37.045448	-89.474625
2014-06-10	OR	Reynolds High School 	K-12 				45.528581	-122.40248400000002
2014-06-05	WA	Seattle Pacific University 	College 				47.649581	-122.36153700000001
2014-05-21	WI	Clarke Street School Playground 	K-12 				43.066315	-87.94935600000001
2014-05-08	GA	Georgia Gwinnett College 	College 				33.979079999999996	-84.005416
2014-05-08	KY	Georgetown College 	College 				38.207007	-84.554323
2014-05-05	GA	Paine College 	College 				33.469555	-81.99325400000001
2014-05-04	GA	Paine College 	College 				33.469555	-81.99325400000001
2014-05-03	WA	Horizon Elementary 	K-12 				47.920589	-122.23693899999999
2014-05-02	WI	Marquette University 	College 				43.038222	-87.929755
2014-04-21	UT	Provo High School 	K-12 				40.247999	-111.659547
2014-04-21	IN	St. Mary Catholic School 	K-12 				41.531422	-87.42690999999999
2014-04-16	IA	Iowa Western Community College 	College 				41.272828999999994	-95.801108
2014-04-11	MI	East English Village Preparatory Academy 	K-12 				42.408031	-82.929053
2014-04-03	OH	Kent State University 	College 				41.149063	-81.341465
2014-03-30	GA	Savannah State University 	College 				32.024521	-81.062637
2014-03-23	DE	University of Delaware 	College 				39.67795	-75.75061099999999
2014-03-08	WI	University of Wisconsin - Oshkosh 	College 				44.025319	-88.55102099999999
2014-03-07	LA	Madison Parish High School 	K-12 				32.398281	-91.207432
2014-03-02	MD	McDaniel College 	College 				39.582991	-77.00371899999999
2014-02-20	MO	Raytown Success Academy 	K-12 				39.029548	-94.476674
2014-02-12	TN	Union University 	College 				35.677378000000004	-88.85959100000001
2014-02-11	OH	Charles F. Brush High School 	K-12 				41.522032	-81.505297
2014-02-10	NC	Salisbury High School 	K-12 				35.664634	-80.48514
2014-02-07	OR	Bend High School 	K-12 				44.052599	-121.295763
2014-01-31	IA	North High School 	K-12 				41.617705	-93.623207
2014-01-31	AZ	Cesar Chavez High School 	K-12 				33.375833	-112.145292
2014-01-28	LA	Grambling State University 	College 				32.521291	-92.719296
2014-01-28	TN	Tennessee State University 	College 				36.166821999999996	-86.82758199999999
2014-01-24	SC	South Carolina State University 	College 				33.498344	-80.850149
2014-01-21	IN	Purdue University 	College 				40.423705	-86.921195
2014-01-20	PA	Widener University 	College 				39.863356	-75.356675
2014-01-17	PA	Delaware Valley Charter High School 	K-12 				40.032961	-75.144631
2014-01-15	PA	King Elementary School 	K-12 				40.034015999999994	-76.299557
2014-01-14	NM	Berrendo Middle School 	K-12 				33.473034000000006	-104.51236899999999
2014-01-09	TN	Liberty Technology Magnet High School 	K-12 				35.674849	-88.759997
2013-12-19	CA	Edison High School 	K-12 				36.719865000000006	-119.80583899999999
2013-12-13	CO	Arapahoe High School 	K-12 				39.581609	-104.962797
2013-12-04	FL	West Orange High School 	K-12 				28.540662	-81.568427
2013-11-21	SD	South Dakota School of Mines & Technology 	College 				44.07343	-103.206296
2013-11-03	GA	Stephenson High School 	K-12 				33.774596	-84.124548
2013-11-02	NC	North Carolina A&T State University 	K-12 				36.074129	-79.774838
2013-11-01	IA	Algona High/Middle School 	K-12 				43.063484	-94.22355999999999
2013-10-21	NV	Sparks Middle School 	K-12 				39.55199	-119.7683
2013-10-15	TX	Lanier High School 	K-12 				30.360484999999997	-97.707898
2013-10-04	FL	Agape Christian Academy 	K-12 				28.575084000000004	-81.475435
2013-09-28	ME	Gray-New Gloucester High School 	K-12 				43.902928	-70.349919
2013-09-21	GA	Savannah State University 	College 				32.024521	-81.062637
2013-08-30	NC	Carver High School 	K-12 				36.134237	-80.207107
2013-08-23	MS	North Panola High School 	K-12 				34.443024	-89.925031
2013-08-22	TN	Westside Elementary School 	K-12 				35.216761	-90.03721800000001
2013-08-20	GA	Ronald E. McNair Discovery Learning Academy 	K-12 				33.727219	-84.306962
2013-08-15	TN	Northwest High School 	K-12 				36.574608000000005	-87.43380400000001
2013-06-19	FL	Alexander W. Dreyfoos School of the Arts 	K-12 				26.708832	-80.061626
2013-06-07	CA	Santa Monica College 	College 				34.017022999999995	-118.469755
2013-05-03	MS	University of Southern Mississippi 	College 				31.330012	-89.33404200000001
2013-04-29	OH	La Salle High School 	K-12 				39.189096	-84.586614
2013-04-16	AL	Stillman College 	College 				33.198265	-87.585922
2013-04-15	LA	Grambling State University 	College 				32.521291	-92.719296
2013-04-13	NC	Elizabeth City State University 	College 				36.281065000000005	-76.21396
2013-04-12	VA	New River Community College 	College 				37.165675	-80.427552
2013-03-21	MI	Davidson Middle School 	K-12 				42.192549	-83.194443
2013-03-18	FL	University of Central Florida 	College 				28.602427000000002	-81.20006
2013-02-27	GA	Henry W. Grady High School 	K-12 				33.780552	-84.371421
2013-02-13	CA	Hillside Elementary School 	K-12 				37.701747	-122.116367
2013-02-01	GA	Morehouse College 	College 				33.745955	-84.413865
2013-01-31	GA	Price Middle School 	K-12 				33.708962	-84.38749399999999
2013-01-22	TX	Lone Star College North Harris Campus 	College 				30.007138	-95.379703
2013-01-16	IL	Chicago State University 	College 				41.717958	-87.609374
2013-01-15	KY	Hazard Community and Technical College 	College 				37.234696	-83.175954
2013-01-15	MO	Stevens Institute of Business & Arts 	College 				38.632973	-90.201098
2013-01-10	CA	Taft Union High School 	K-12 				35.146303	-119.460509
2013-01-08	FL	Apostolic Revival Center Christian School 	K-12 				26.640190999999998	-81.83450500000001
