11 05 1993;1.3428571429;11;2;1993;Other;1;Bay Springs;High;bay springs;MS;Rural;Unknown;;;0;;377;31.9779313;-89.2783951;;;;;
12 08 1993;1.6857142857;22;3;1993;Targeted;1;Beach;High;savannah;GA;City;Unknown;M;16;0;possibly gang related;but not proven;1566;32.0533728;-81.116455;;;;
05 21 1993;2.0285714286;2;4;1993;Other;1;Boston;High;boston;MA;City;Unknown;;;0;;;42.3484309;-71.06894;;;;;
02 26 1993;2.3714285714;12;5;1993;Targeted;1;Century;High;santa ana;CA;City;Unknown;M;19;0;victim was not in a gang;but was targeted due to gang violence;2388;33.727796;-117.8495001;;;;
12 16 1993;2.7142857143;22;6;1993;Targeted;1;Chelsea;High;Chelsea;MI;Town;Teacher;M;;0;perpetrator left a grievance hearing;upset about complaint/file on his behavior;731;42.312898;-84.0059;;;;
02 24 1993;3.0571428571;3;7;1993;Other;1;Cleveland;High;reseda;CA;City;Current Student;;;0;;2509;33.8441824;-118.1067328;;;;;
01 18 1993;3.4;13;8;1993;Targeted;2;East Carter;High;Grayson;KY;Town;Current Student;M;17;0;hostage situation;killed teacher and custodian;angry at bad grade on report card;587;38.326259;-82.930504;;;
01 21 1993;3.7428571429;23;9;1993;Other;1;Fairfax;High;los angeles;CA;City;Current Student;;;0;;2047;34.0827872;-118.3595219;;;;;
04 15 1993;4.0857142857;4;10;1993;Random;1;Ford;Middle;acushnet;MA;Suburb;Unknown;M;42;0;school nurse killed in hostage situation;360;41.7234365;-70.9058722;;;;;
04 03 1993;4.4285714286;14;11;1993;Other;1;Grant;High;sacramento;CA;City;Unknown;;;0;victims and friend walking past baseball field;shot by unknown perpetrator;;38.6357374;-121.4349538;;;;
04 16 1993;4.7714285714;24;12;1993;Other;1;Grant;High;sacramento;CA;City;Unknown;;;0;shot in head by stray bullet;;38.6357374;-121.4349538;;;;;
03 18 1993;5.1142857143;4;13;1993;Targeted;1;Harlem;High;Harlem;GA;Rural;Current Student;M;15;0;shot during argument with shooter over a girl who the shooter was interested in;923;33.4654153;-82.3120681;;;;;
08 31 1993;5.4571428571;15;14;1993;Targeted;1;Harper;High;atlanta;GA;City;Current Student;M;;0;victim and shooter had been "feuding";;30.8304705;-83.9835031;;;;;
02 18 1993;5.8;25;15;1993;Targeted;1;Kimball;High;dallas;TX;City;Current Student;M;21;0;victim shot by girlfriend's ex-boyfriend;1668;32.6992988;-96.8775028;;;;;
04 26 1993;6.1428571429;5;16;1993;Other;1;Millbrook;High;raleigh;NC;City;Unknown;M;20;0;dispute over alleged theft of a hat;victim may have been a bystander;2057;35.8657062;-78.6038915;;;;
11 04 1993;6.4857142857;16;17;1993;Targeted;1;New Britain;High;new britain;CT;Suburb;Unknown;M;;0;masked gunman fired on victim;possibly gang related;1705;41.6506548;-72.7778752;;;;
05 27 1993;6.8285714286;26;18;1993;Targeted;1;Nicholls;High;New Orleans;LA;City;Current Student;M;;0;unknown cause of dispute;schoolyard scuffle;;29.7944154;-90.8015178;;;;
04 14 1993;7.1714285714;6;19;1993;Targeted;1;Nimitz;High;irving;TX;City;Current Student;M;17;0;shooter was angry over victim insulting his (the shooter's) girlfriend;1936;32.7940183;-96.9472277;;;;;
01 12 1993;7.5142857143;16;20;1993;Targeted;1;Norland;High;miami;FL;Suburb;Current Student;;;0;Alleged dispute;unknown cause;2481;25.9520372;-80.2192147;;;;
02 04 1993;7.8571428571;27;21;1993;Targeted;1;North Clayton;High;clayton county;GA;Suburb;Past Student;M;17;0;dispute;unknown cause;935;33.6095549;-84.4396495;;;;
01 08 1993;8.2;7;22;1993;Other;1;Pequea Valley;High;leola;PA;Rural;Current Student;;15;0;;517;40.0209343;-76.0663412;;;;;
10 14 1993;8.5428571429;17;23;1993;Other;1;Redford;High;detroit;MI;City;Unknown;;;0;police believe this to be a case of mistaken identity;;42.4136473;-83.2532626;;;;;
02 22 1993;8.8857142857;28;24;1993;Targeted;1;Reseda;High;Los Angeles;CA;City;Current Student;M;15;0;thought to be members of rival gangs;2059;34.1894492;-118.5300849;;;;;
11 11 1993;9.2285714286;8;25;1993;Targeted;1;Ridgely;Elementary;Springfield;IL;City;Unknown;;;0;;386;39.827873;-89.644594;;;;;
09 02 1993;9.5714285714;18;26;1993;Targeted;1;Roosevelt;High;dallas;TX;City;Current Student;;;0;victim and shooter had previously been in a fight about an object;1078;32.7426304;-96.7947233;;;;;
03 11 1993;9.9142857143;28;27;1993;Targeted;1;Southeastern;High;detroit;MI;City;Student at Different School;;16;0;Middle or high school?  Interpersonal dispute;unknown cause;1102;42.3747599;-82.979085;;;;
11 01 1993;10.2571428571;9;28;1993;Targeted;1;Sullivan;High;chicago;IL;City;Current Student;M;15;0;cause of fight unknown;1251;42.0028094;-87.668946;;;;;
03 25 1993;10.6;19;29;1993;Targeted;1;Sumner;High;st. louis;MO;City;Ex-girlfriend of Student;F;19;0;shot in back of head by ex-girlfriend;1483;38.6594956;-90.2395567;;;;;
11 04 1993;10.9428571429;29;30;1993;Targeted;1;Terry Parker;High;jacksonville;FL;City;Unknown;M;19;0;;1950;30.3421841;-81.5753699;;;;;
05 24 1993;11.2857142857;10;31;1993;Targeted;1;Upper Perkiomen;High;red hill;PA;Rural;Current Student;M;15;0;shooter had been bullied by victim;931;40.380933;-75.4899023;;;;;
02 08 1993;11.6285714286;20;32;1993;Targeted;1;Washington-Dix;High;dc;DC;City;Unknown;;;0;;;38.909312;-76.9939887;;;;;
12 01 1993;11.9714285714;30;33;1993;Targeted;1;Wauwatosa West;High;Wauwatosa;WI;Suburb;Past Student;M;21;0;perpetrator had been reported for discipline problems by victim;717;43.068783;-88.056171;;;;;
09 25 1993;12.3142857143;10;34;1993;Other;2;Weatherless;Elementary;dc;DC;City;Unknown;M;19;0;shooters were gang members;one victim was a bystander;other victim may have been a bystander or intended target;;38.88667;-76.945;;;
07 08 1993;12.6571428571;21;35;1993;Targeted;1;Weber State;College;Ogden;UT;Suburb;Current Student;M;28;0;perpetrator began shooting at grievence hearing where he threatened to kill the husband of a woman he was harassing;;41.1935551;-111.9441075;;;;;
03 23 1994;1;1;1;1994;Other;1;Ballard;High;Seattle;WA;City;Current Student;M;19;0;;1275;47.6766886;-122.3754977;;;;;
02 14 1994;1.6315789474;20;2;1994;Targeted;1;Carlmont;High;belmont;CA;Suburb;Current Student;M;15;0;shot by classmate with whom victim had been fighting;1414;37.5063263;-122.2908014;;;;;
01 26 1994;2.2631578947;9;3;1994;Targeted;1;Eau Claire;High;columbia;SC;City;Current Student;M;18;0;interpersonal dispute;unkown cause;1050;34.048209;-81.0423141;;;;
04 19 1994;2.8947368421;28;4;1994;Other;1;Eliot;Middle;dc;DC;City;Unknown;;;0;body found on school steps in morning;450;38.89265;-76.97901;;;;;
03 15 1994;3.5263157895;17;5;1994;Other;1;Goose Creek;High;charleston;SC;Suburb;Current Student;;;0;shot while watching fistfight after school;1494;32.9732358;-80.0167155;;;;;
09 07 1994;4.1578947368;6;6;1994;Targeted;1;Hollywood;High;Hollywood (Los Angeles);CA;City;Unknown;;;0;;2348;34.0988979;-118.3400772;;;;;
04 21 1994;4.7894736842;25;7;1994;Other;1;John Trotwood Moore;Middle;nashville;TN;City;Current Student;M;14;0;;532;36.0956145;-86.8030551;;;;;
02 07 1994;5.4210526316;14;8;1994;Targeted;1;Lee County;K12;ft myers;FL;City;Teacher;M;48;1;perpetrator was a former teacher;shot superintendent at school district offices;;26.597478;-81.853328;;;;
01 20 1994;6.0526315789;3;9;1994;Other;1;Los Altos;High;hacienda heights;CA;Suburb;Unknown;;;0;perpetrators drove up to school;talked to victim;then killed him;1598;34.0077895;-117.9770093;;;
07 24 1994;6.6842105263;22;10;1994;Targeted;1;Manchester;Elementary;manchester;PA;City;Unknown;M;15;0;unknown cause of dispute;;40.4567357;-80.0286652;;;;;
04 12 1994;7.3157894737;10;11;1994;Other;1;Margaret Leary;Elementary;butte;MT;Town;Current Student;M;10;0;bystander to bully-related shooting;378;45.9610375;-112.52141;;;;;
05 02 1994;7.9473684211;29;12;1994;Other;1;North Miami;High;north miami;FL;Suburb;Current Student;M;18;0;;2596;25.9003723;-80.1817136;;;;;
02 08 1994;8.5789473684;18;13;1994;Other;1;Osborn;High;detroit;MI;City;Unknown;;;0;victim was sitting in car when shot by unknown perpetrator;;42.433648;-83.0035318;;;;;
07 25 1994;9.2105263158;7;14;1994;Targeted;1;Ottumwa;High;ottumwa;IA;Town;Current Student;M;16;0;victim and perpetrator had argued earlier that day about perpetrator's treatment of a girl;1417;41.0150146;-92.4054628;;;;;
11 05 1994;9.8421052632;26;15;1994;Other;1;Thomas Jefferson;Elementary;San Leandro;CA;City;Unknown;M;14;0;victim was walking behing school;attacked and raped;then shot and left for dead;354;34.1697286;-118.2867429;;;
02 15 1994;10.4736842105;15;16;1994;Targeted;1;Wallenberg;High;san francisco;CA;City;Current Student;;;0;shot in head while defending a friend who was being attacked;644;37.7804851;-122.4460825;;;;;
01 27 1994;11.1052631579;4;17;1994;Other;1;Washington;Elementary;san jose;CA;City;Unknown;;;0;victim was sitting in car with his wife;gang members looking for rival gangs came up and shot him;721;37.3424415;-121.9405127;;;;
01 31 1994;11.7368421053;23;18;1994;Targeted;1;Whitman;Middle;Seattle;WA;City;Past Student;M;24;0;perpetrator claimed he was sexually abused by victim;1100;47.6968215;-122.3776531;;;;;
11 07 1994;12.3684210526;12;19;1994;Targeted;1;Wickliffe;Middle;Wickliffe;OH;Suburb;Past Student;M;37;0;unknown cause;possibly revenge due to discipline when perpetrator was a student;501;41.6050489;-81.4740062;;;;
10 12 1995;1;1;1;1995;Targeted;1;blackville-hilda;High;Blackville;SC;Rural;Current Student;M;16;1;perpetrator had been suspended;but also had been bullied;378;33.363763;-81.2637162;;;;
01 05 1995;2.0909090909;4;2;1995;Targeted;1;Cardozo;High;DC;DC;City;Current Student;M;14;0;argument between perpetrator and victim over assault of perpetrator's girlfriend;964;38.92185;-77.02834;;;;;
09 12 1995;3.1818181818;6;3;1995;Targeted;1;cypress;Middle;memphis;TN;City;Current Student;M;15;0;victim had 'jumped' perpetrator earlier that day;422;35.1670336;-89.9881452;;;;;
02 02 1995;4.2727272727;9;4;1995;Targeted;1;jordan;High;long beach;CA;City;Unknown;;16;0;;3241;33.8711271;-118.1853473;;;;;
08 29 1995;5.3636363636;12;5;1995;Other;1;memorial;Middle;Laredo;TX;City;Current Student;M;12;0;possibly accident;possibly meant to scare or impress the victim;;641;27.5144624;-99.4939305;;;
09 14 1995;6.4545454545;15;6;1995;Random;2;olathe north;High;olathe;KS;Suburb;Student at Different School;M;17;0;perpetrator from rival school drove by and opened fireat a football game;1198;38.8879635;-94.8089834;;;;;
12 14 1995;7.5454545455;17;7;1995;Targeted;1;oxon hill;High;dc;MD;Suburb;Unknown;;;0;shot during robbery of classmate's coat;2024;38.7978914;-76.9935864;;;;;
11 15 1995;8.6363636364;20;8;1995;Targeted;2;Richland High;High;Lynnville;TN;Rural;Current Student;M;17;0;perpetrator said the shooting was in retribution for failing grade;484;35.3767432;-87.0019502;;;;;
09 30 1995;9.7272727273;23;9;1995;Targeted;1;tavares;Middle;tavares;FL;Suburb;Current Student;M;14;0;perpetrator and victim had been in fights before;815;28.7711111;-81.7411111;;;;;
11 28 1995;10.8181818182;26;10;1995;Targeted;1;thomas A. edison vocational and technical;High;queens;NY;City;Unknown;;;0;perpetrator wanted gold chain around victims neck;2224;40.7164916;-73.7987448;;;;;
01 26 1995;11.9090909091;28;11;1995;Random;2;University of North Carolina;College;Chapel Hill;NC;City;Current Student;M;;0;perpetrator killed two people he did not know;experienced schizophrenia;24439;35.9101442;-79.0486221;;;;
02 29 1996;1;1;1;1996;Targeted;2;beaumont;High;st louis;MO;City;Unknown;M;;0;pregnant teenager girl and her unborn baby were killed;the father of the baby was involved in the shooting;1218;38.662551;-90.2220561;;;;
09 25 1996;1.8;25;2;1996;Random;1;dekalb alternative;High;Scottdale;GA;Suburb;Current Student;M;16;0;;;33.7992;-84.2011;;;;;
01 26 1996;2.6;19;3;1996;Targeted;1;east;High;memphis;TN;City;Unknown;;;0;victim was trying to break up a fight after a basketball game;1561;35.1320343;-89.9539779;;;;;
02 02 1996;3.4;13;4;1996;Targeted;3;frontier;Middle;Moses Lake;WA;Town;Current Student;M;14;0;;;47.1268083;-119.2830774;;;;;
11 27 1996;4.2;7;5;1996;Other;1;highlands;High;sacramento;CA;Suburb;Police Officer;;;0;after a fight during a basketball game;victim and friend try to leave;police officer orders them out of car;they refuse;during a struggle;the officer's gun goes off;;38.6879585;-121.3588409
10 09 1996;5;1;6;1996;Targeted;1;jacksonville;High;sherwood;AR;Suburb;Current Student;M;14;0;victim and perpetrator were fighting;998;34.8881491;-92.1023659;;;;;
02 22 1996;5.8;25;7;1996;Targeted;1;jenkins;High;savannah;GA;City;Current Student;M;15;0;ongoing fights between victim and perpetrator;1639;32.0224784;-81.0829082;;;;;
01 19 1996;6.6;19;8;1996;Other;1;martha a winston educational center;High;dc;DC;City;Unknown;;;0;masked youth aiming for another person;hit victim by mistake;623;38.8576;-76.9629;;;;
09 18 1996;7.4;13;9;1996;Random;1;Penn State;College;University Park;PA;City;Unknown;F;19;0;perpetrator did not know the victims;possible history of mental illness;;39782;40.5400689;-78.4086255;;;
01 22 1996;8.2;7;10;1996;Targeted;1;Purdue University;College;West Lafayette;IN;Suburb;Current Student;M;19;1;dorm counselor reporter perpetrator for drug use;perpetrator killed dorm counselor;35156;40.4280908;-86.9225102;;;;
08 15 1996;9;1;11;1996;Targeted;3;San Diego State;College;San Diego;CA;City;Current Student;M;36;0;perpetrator's masters thesis was rejected;shot professors at rebuttal meeting;;32.7753498;-117.0722245;;;;
10 02 1996;9.8;25;12;1996;Targeted;2;smedley;Elementary;philadelphia;PA;City;Parent of Student;M;25;0;perpetrator killed his estranged wife and her cousin;663;40.0195564;-75.0737845;;;;;
10 04 1996;10.6;19;13;1996;Random;1;st. bernard;High;playa del rey;CA;City;Student at Different School;M;17;0;just after a football game;the perpetrator opened fire on students from rival school;;33.954179;-118.4336885;;;;
10 13 1996;11.4;13;14;1996;Targeted;1;sumner;High;st louis;MO;City;Current Student;M;15;0;;1150;38.6594956;-90.2395567;;;;;
04 11 1996;12.2;7;15;1996;Targeted;1;talladega;High;Talladega;AL;Town;Current Student;M;16;0;unknown cause of argument;948;33.4228865;-86.0766373;;;;;
01 08 1997;1;1;1;1997;Targeted;1;a crown hieghts (Wingate High);High;brooklyn;NY;City;Student at Different School;;;0;http://www.nytimes.com/1997/01/11/nyregion/1-youth-dies-3-could-face-murder-counts.html  All students involved were from a different school;;41.6373158;-73.9379152;;;;;
02 19 1997;2.3333333333;11;2;1997;Targeted;2;Bethel Regional;High;Bethel;AK;Rural;Current Student;M;16;0;killed prinicpal and a student;448;60.794289;-161.760864;;;;;
01 31 1997;3.6666666667;21;3;1997;Targeted;1;Bunche early childhood development center;K12;tulsa;OK;City;Grandfather of Student;M;;0;domestic dispute about who would take the couple's grandson home;;36.1937039;-95.9611069;;;;;
01 27 1997;5;1;4;1997;Targeted;1;conniston;Middle;West Palm Beach;FL;City;Current Student;M;13;0;victim and perpetrator were fighting over a watch;1168;26.6772882;-80.0614305;;;;;
11 13 1997;6.3333333333;11;5;1997;Targeted;1;creekside;Elementary;sacramento;CA;;Unknown;M;33;0;dispute about custody of a child;both victim and perpetrator claimed child was theirs.  Victims may have also threatened the perpetrator's family.;;38.6126825;-121.3943971;;;;
12 01 1997;7.6666666667;21;6;1997;Random;3;Heath;High;West Paducah;KY;Rural;Current Student;M;14;0;perpetrator opened fire on group of students praying before school;586;37.0786654;-88.7933892;;;;;
10 22 1997;9;1;7;1997;Targeted;1;john glenn;High;Norwalk;CA;Suburb;Past Student;M;21;1;victim killed by ex-boyfriend;1698;33.9086252;-118.0542321;;;;;
10 01 1997;10.3333333333;11;8;1997;Random;3;Pearl;High;Pearl;MS;Suburb;Current Student;M;16;0;perpetrator stabbed mother to death;then shot multiple students;including ex-girlfriend. He had been bullied at the school as well.;1063;32.2754245;-90.1314756;;;
03 17 1997;11.6666666667;21;9;1997;Targeted;1;pershing;High;detroit;MI;City;Student at Different School;;;0;unknown cause of dispute;possible to impress a girl;possibly victim was friends someone perpetrator had dispute with;2148;42.4322589;-83.064645;;;
09 12 1998;1;1;1;1998;Targeted;1;herbert hoover;High;glendale;CA;City;Current Student;;17;0;victim killed in a fistfight;3164;34.1666733;-118.2703534;;;;;
05 19 1998;2.0909090909;4;2;1998;Targeted;1;Lincoln County;High;Fayetteville;TN;Town;Current Student;;;0;perpetrator killed boyfriend of ex-girlfriend;1045;35.1353605;-86.5683284;;;;;
04 24 1998;3.1818181818;6;3;1998;Other;1;parker;Middle;edinboro;PA;Rural;Current Student;M;14;0;targeted ex-girlfriend;wounded several and killed a teacher;961;41.9150556;-80.1206121;;;;
04 28 1998;4.2727272727;9;4;1998;Targeted;2;philidelphia;Elementary;pomona;CA;City;Unknown;;14;0;;1124;34.0327894;-117.7442233;;;;;
05 01 1998;5.3636363636;12;5;1998;Targeted;1;public school 18;K12;buffalo;NY;City;Parent of Student;M;37;0;shot by estranged husband;;42.9108909;-78.8969809;;;;;
08 03 1998;6.4545454545;15;6;1998;Targeted;1;san bernardino valley college;college;San Bernardino;CA;City;Employee;M;50;1;resigned from job at college after not having proper training;killed former boss;;34.0871826;-117.3106465;;;;
01 13 1998;7.5454545455;17;7;1998;Targeted;1;spingarn;High;dc;DC;City;Current Student;M;17;0;perpetrator asked victim to go out with him;was turned down;903;38.902;-76.9719;;;;
05 29 1998;8.6363636364;20;8;1998;Targeted;1;stranahan;High;ft. lauderdale;FL;City;Ex-boyfriend of Employee;M;29;1;shot by ex-boyfriend;1986;26.1117534;-80.165046;;;;;
05 21 1998;9.7272727273;23;9;1998;Random;4;Thurston High;High;Springfield;OR;City;Current Student;M;15;0;killed parents;then killed two students and wounded several others.  He had been suspended and bullied.;1450;44.0491667;-122.9247222;;;;
05 27 1998;10.8181818182;26;10;1998;Targeted;1;washington;Middle;pasadena;CA;City;Unknown;;;0;;1459;34.1716728;-118.1470157;;;;;
03 24 1998;11.9090909091;28;11;1998;Targeted;5;westside;Middle;Jonesboro;AR;Rural;Current Student;M;13;0;possibly gang;possibly bullied;both perpetrators targeted their ex-girlfriends;one teacher who place a perpetrator on suspension was targeted;241;35.8568828;-90.8058559;;
04 20 1999;1;1;1;1999;Random;13;columbine;High;Littleton;CO;Suburb;Current Student;M;17;1;Bullied? Rampage?;1965;39.6041546;-105.0738739;;;;;
11 19 1999;5;1;2;1999;Other;1;Deming;Middle;deming;NM;Town;Current Student;M;13;0;perpetrator was teased after his mother died.  He says he meant to commit suicide and it was an accidental homicide;784;32.2686981;-107.7586404;;;;;
02 11 1999;9;1;3;1999;Targeted;1;ombudsman educational center;High;Elgin;IL;City;Current Student;M;15;0;police said the victim and perpetrator were in rival gangs;;42.069096;-88.28793;;;;;
03 10 2000;1;1;1;2000;Random;2;Beach High;High;savannah;GA;City;Student at Different School;M;19;0;;1625;32.0533728;-81.116455;;;;;
09 05 2000;2.2;7;2;2000;Targeted;1;bidwell porter;Elementary;Bidwell;OH;Rural;Husband of School Employee;M;66;1;estranged husband killed his wife;an employee at the school;421;38.9236892;-82.2893174;;;;
02 29 2000;3.4;13;3;2000;Targeted;1;Buell Elementary;Elementary;flint;MI;Suburb;Current Student;M;6;0;;;43.0803045;-83.7055136;;;;;
10 26 2000;4.6;19;4;2000;Targeted;2;bushwick;High;Brooklyn;NY;City;Current Student;;;0;perpetrator wanted chain around victim's neck;;40.6970473;-73.9118035;;;;;
05 26 2000;5.8;25;5;2000;Targeted;1;Lake Worth Middle;Middle;Lake Worth;FL;Suburb;Current Student;M;13;0;perpetrator had been sent home earlier that day;1525;26.6114572;-80.0653196;;;;;
12 19 2000;7;1;6;2000;Targeted;1;miami ?;Elementary;miami;FL;;Unknown;;;0;victim robbed of $300;;25.774811;-80.197731;;;;;
01 19 2000;8.2;7;7;2000;Other;1;ridgewood;High;new port richey;FL;Suburb;Current Student;M;;0;;;28.2722309;-82.6789887;;;;;
08 28 2000;9.4;13;8;2000;Targeted;1;university of arkansas;College;Fayetteville;AR;City;Current Student;M;37;1;perpetrator was dropped from his graduate program;14371;36.0686906;-94.172149;;;;;
06 28 2000;10.6;19;9;2000;Targeted;1;university of washington medical center;College;Seattle;WA;City;Employee;M;42;1;residency at medical center about to be terminated;;47.6493;-122.3076;;;;;
10 23 2000;11.8;25;10;2000;Other;1;western academy community education center;High;los angeles;CA;Suburb;Unknown;;;0;security guard was killed by unknown assailant;;34.05349;-118.245323;;;;;
04 25 2001;1;1;1;2001;Other;1;john marshall;High;cleveland;OH;City;Unknown;;;0;no motive known;2121;41.4467165;-81.7918011;;;;;
03 30 2001;3.4;13;2;2001;Targeted;1;lew wallace high;High;gary;IN;City;Past Student;M;17;0;perpetrator had been expelled from school;targeted victim had beated perpetrator up before;1179;41.5358697;-87.3422593;;;;
06 07 2001;5.8;25;3;2001;Other;1;ousley;Middle;arlington;TX;City;Police Officer;;;0;during training exercise over summer break;police officer accidentally shot other officer;761;32.7345759;-97.113899;;;;
05 18 2001;8.2;7;4;2001;Targeted;1;pacific lutheran university;College;Pierce County;WA;Suburb;Unknown;M;55;1;perpetrator had been stalking a woman;he killed a woman who had the same job as the woman he was stalking;;47.1459323;-122.4423446;;;;
03 05 2001;10.6;19;5;2001;Random;2;santana high;High;Santee;CA;Suburb;Current Student;M;15;0;;1894;32.8572712;-116.9697502;;;;;
07 26 2002;1;1;1;2002;Targeted;1;coulwood;Middle;charlotte;NC;City;Current Student;M;17;0;no motive known;1170;35.3045838;-80.9453513;;;;;
11 07 2002;4;1;2;2002;Targeted;1;st. james;K12;liberty;MO;Suburb;Parent of Student;M;;0;domestic dispute;father killed his son and injured his wife;;39.2502805;-94.4191176;;;;
10 29 2002;7;1;3;2002;Targeted;3;University of Arizona Nursing College;College;tucson;AZ;City;Current Student;M;41;1;perpetrator was failing some classes;;32.2409091;-110.9628694;;;;;
01 16 2002;10;1;4;2002;Targeted;3;Virginia's Appalachian School of Law;College;grundy;VA;Rural;Current Student;M;43;0;perpetratror had failed out of school;;37.27676;-82.095039;;;;;
10 30 2003;1;1;1;2003;Other;1;anacostia;High;dc;DC;City;Unknown;;;0;;693;38.86987;-76.98298;;;;;
11 05 2003;2.0909090909;4;2;2003;Other;1;balboa;High;san francisco;CA;City;Student at Different School;;16;0;;1022;37.7215983;-122.441916;;;;;
05 09 2003;3.1818181818;6;3;2003;Targeted;1;case western reserve university;college;cleveland;OH;City;Current Student;M;62;0;perpetrator claimed victim hacked his computer account;he sued the victim;but the case was dropped for lack of evidence;9186;41.505901;-81.609093;;;
04 15 2003;4.2727272727;9;4;2003;Other;1;city inc.;High;minneapolis;MN;City;Unknown;;;0;took place at bus stop while waiting for bus to school;97;44.9416485;-93.2610949;;;;;
11 07 2003;5.3636363636;12;5;2003;Other;1;hightower;High;sugar land;TX;Suburb;Unknown;M;21;0;fight between two groups of people;bystander hit;1959;29.5308507;-95.4982776;;;;
04 14 2003;6.4545454545;15;6;2003;Targeted;1;john mcdonogh;High;New Orleans;LA;City;Unknown;M;;0;revenge for the death of one perpetrator's boyfriend;1076;29.9743356;-90.0765516;;;;;
11 10 2003;7.5454545455;17;7;2003;Other;1;martin luther king;Elementary;buffalo;NY;City;Unknown;;;0;non-student killed on school grounds;unknown motive;937;42.9581134;-78.8028114;;;;
10 23 2003;8.6363636364;20;8;2003;Other;1;matthew henson;Elementary;landover;MD;City;Unknown;;;0;body found in school parking lot by school custodian;446;38.9215005;-76.8691389;;;;;
09 05 2003;9.7272727273;23;9;2003;Targeted;1;point loma;High;san diego;CA;City;Parent of Student;M;58;1;murder-suicide by father;1945;32.7394945;-117.2322584;;;;;
04 24 2003;10.8181818182;26;10;2003;Targeted;1;Red Lion Area Junior High;High;red lion;PA;Suburb;Current Student;M;14;1;perpetrator kills prinicpal;prinicpal had possibly disciplined him;possibly desire to impress a girl;965;39.897878;-76.604689;;;
09 24 2003;11.9090909091;28;11;2003;Targeted;2;Rocori High School;High;Cold Spring;MN;Rural;Current Student;M;15;0;perpetrator said he was teased;829;45.4633333;-94.4283333;;;;;
08 19 2003;12;1;12;2003;Random;1;unknown meraux LA bus stopp;K12;meraux;LA;Suburb;Unknown;M;;0;fired into crowd at school bus stop;;29.9329817;-89.9497901;;;;;
02 02 2004;1;1;1;2004;Targeted;1;Ballou;High;DC;DC;City;Current Student;M;18;0;;1090;38.84018;-77.00135;;;;;
01 21 2004;3;1;2;2004;Targeted;1;Galloway;Elementary;henderson;NV;Suburb;Ex-boyfriend of Parent of Student;M;40;0;perpetrator killed ex-girlfriend's new boyfriend;774;36.0080329;-114.9799912;;;;;
08 30 2004;5;1;3;2004;Other;1;proviso east;High;maywood;IL;Suburb;Current Student;M;17;0;both perpetrator and victim were in gangs;but prosecutors said it was not gang-related;they had previously been in fights;2314;41.880309;-87.8331152;;;
06 01 2004;7;1;4;2004;Targeted;1;st. croix;High;st. croix;US Virgin Island;Town;Current Student;M;17;0;;;17.7413621;-64.7098649;;;;;
02 11 2004;9;1;5;2004;Other;1;thomas m. peirce;Elementary;philadelphia;PA;City;Unknown;;;0;fight between two groups of people;bystander hit;453;39.998899;-75.168706;;;;
05 24 2004;11;1;6;2004;Targeted;1;west;High;salt lake city;UT;City;Husband of School Employee;M;52;1;husband killed wife who had recently asked for divorce;2298;40.7743569;-111.8993757;;;;;
